CompanyID,Company,Rating,Title,Review,Response,ReviewDate,ExperienceDate
4,Cyberport,5,Great online and physical shop!,NaN,NaN,2023-03-14,2023-03-14
4,Cyberport,1,Tampering with new Apple products packaging,"I had an unfortunate pleasure of ordering brand new AirPods Pro 2 from this store because they had a good deal. However, when the package arrived, I realized that one seal on the box was already torn which meant that someone already tried to open the packaging of the AirPods which, as mentioned before, they advertised as brand new.Looking for an explanation regarding this issue, I contacted them directly, but I got no response. Perfect customer support.I'm certain that before the product was wrapped and shipped, someone approved that state of it and didn't care if it had marks or not. As everyone already knows, every Apple product when ordered new has all the seals untouched.Therefore, I find this very unprofessional in every sense and won't surely order there again!","Hello, we've received your email from the 23.11. and have checked the serial number tracking of the item. Currently, we're still examining the cause of one of the two seals being broken. We'd like to apologize for the long processing time of your email due to the high volume of incoming emails because of Black Friday. We've sent you an email asking for more information regarding the case as well as the further handling. Regards, Marc",2023-11-24,2023-11-24
4,Cyberport,1,DONT WASTE YOUR TIME AND MONEY!,"DONT WASTE YOUR TIME AND MONEY!The worst customer service ever, they will book your money, over sale the stock, give you delivery dates on a Public holiday! Brag about 3 to 10 day delivery time and never stick to it! buy from here only if you have all the time and money in the world and ready to get rude people answering you!","Hello, the availability of the item unfortunately changed as a result of the strain on the logistics during the time around Black Friday. We'd like to apologize for the delay. Best regards, Marc",2023-12-05,2023-12-05
4,Cyberport,5,Good organised shop,"Good organised shop, everything is where you expect to find it. Super response during order placement, and permanent information during processing through delivery. Only one minor thing, partial delivery is not always required, only adds to the costs.I'm totally satisfied with the shop and it's performance and can Highly recommend it to other users.",NaN,2021-02-25,2021-02-25
4,Cyberport,5,Good,It was the best package for the laptop we needed and at a very good price.  It is very convenient that we were able to pay for the purchase in installments.,NaN,2022-08-26,2022-08-26
4,Cyberport,5,Very satisfied about the order with Cyberport,"Very satisfied about the order with Cyberport, I had many mails to let me know the status of some products not yet in the store, and at last I received all very quickly! Very good prices, (I bought a motherboard, Ram and SSD) and found kindness, when the seller has always answered quickly to my mails. I will buy other things when needed, from Cyberport.",NaN,2020-12-22,2020-12-22
4,Cyberport,5,No problems & will use again.,"Very simple and painless. Used for the first time, got a good price on the item and it was shipped Uber fast.Will be using again.",NaN,2023-02-13,2023-02-01
4,Cyberport,5,Everything good,"I ordered it as a gift ( Harman Kardon speaker) and unbelievable how the box arrived, they send it in the original box without any cover or protection….the box come broken and dirty…i made pictures too…very disappointed…I will never buy nothing from them.( update: They solve my problem, so I can say everything is ok, anyway they must and try to pack better…I know it’s fault most probably of the delivery company…DPD 👎🏼","Hello, we'd like to apologize for the damage of the packaging during transit. Some of our items may get shipped in original packaging in order to reduce packaging material. The process isn't completely optimized yet, so any feedback helps us in making adjustments. I've sent you an email with further details about the subsequent handling of your order. Regards, Marc from Cyberport",2023-02-15,2023-02-08
4,Cyberport,5,The best speaker a ever heard,"The best speaker a ever heard, I have now one at home, and 2 at work, the sound is just perfect, I dor, outdoor, super design and 8h battery, highly recommended, my friends ordered also after visiting me",NaN,2023-02-06,2023-02-05
4,Cyberport,5,it was all nice and smood,"it was all nice and smood, no issues. Keep going like that.",NaN,2023-02-04,2023-02-03
4,Cyberport,1,Poor support/customer service.,"Poor support/customer service.€1,700 device ordered, used device delivered.The Lenovo seal was broken, the warranty has been running for 3 months, instructions were missing, the device was already unpacked (no protective film), and fingerprints are everywhere.Got offered a €35 refund on request (2% of the price)On counter-offer, refund withdrawn by merchant and referred to return.","Hello Lars_und_so, we'd like to apologize if you've been sent a device in a flawed condition, or even been mistakenly sent a device that should've been B-Stock. In such cases we will offer the exchange of the device, provided that we have it available once more. There's also the return of the device for full refund, of course. If the condition of the device and further circumstances allow for it then we will try to offer a price reduction as another option. You've sent us an email detailing the problem and asked for a price reduction. After a colleague offered 35 euros you explictily requested the return, and only after sending you the documents for the return you've sent us another email making a counter-offer of a price reduction of 320 euros, refering to usual B-stock prices. This is not close to usual price reductions we have for B-stock. Regards, Marc",2023-01-04,2022-12-12
4,Cyberport,1,Wanted to buy apple products…never managed,"Ordered one and the same item twice in less than half a year. Got it cancelled both times. Even I was checking after the order if the buying button is still working. After that- Wanted to order a MacBook. Wrote an email asking a question , never got a reply. I mean how bad this thing pretending to be a shop could be?)","Hello Mr. Kulikov, we're sorry that this happened to you. We will check what has occured in detail. The device that you had ordered seemed to have been misinventory of a delisted item. If there there's still a matter of concern that I can help you with then please send an email to kundenzufriedenheit@cyberport.de. Regards, Marc",2022-12-25,2022-12-23
4,Cyberport,1,No actions from customer service. Misleading contradiction infos. 9 months delay with the order.,"After ordering the speaker in April, I’ve been experiencing constant delays with delivery date. The customer service was telling that it would arrive in two weeks. It was happening for a few months until they scheduled delievery date for Dec. After 9 months, I still havent had it arrived although the seller still have it on they www as available to purchase. Double standards for german and non-german customers?","Hello S.J.K., the speaker had been ordered from our distributors. We're experiencing delays in getting that shipment. That precise model and colour combination had been taken off the webshop. We are sorry that we have not received the shipment yet and therefore have not been able to send the items. Regards, Marc",2022-12-18,2022-04-17
4,Cyberport,1,Worst company ever,"Worst company ever, i tried cancelling a sale as my cpu  i was looking for was sold out and these guys instead of cancelling the order, said it was sent out.. 5 days later i finally get shipping and tracking for it.. ripoff scam artists and cheats.. if you wanna deal with ass clowns then go ahead",NaN,2022-12-05,2022-11-26
4,Cyberport,1,"Wrong item, no contact",Wrong item was delivered. When I wanted to send again the right one they didn’t want to agree because the offer has already finished and the price was different. Very difficult contact with the company. I was waiting few days for mail reply or staying on the line for 30 minutes to finally talk with someone. At the end I reurned the item and order it from different store.Don’t recommend.,"Hello Ms. Król, there had been an error in the data sheet of the item that you've ordered. Unfortunately that means that there was no exact replacement with the specifications in stock. During a call with our customer service, you were supposed to get in touch with our private customer sales team in order to offer you a suitable alternative. If there's still something that I can check for you then please write to us to kundenzufriedenheit@cyberport.de. Regards, Marc from Cyberport",2022-11-15,2022-11-15
4,Cyberport,5,Charge on my JBL,I want it Very much and wanted for long time untill i successed ordering this headphone.,NaN,2022-10-18,2022-10-11
4,Cyberport,1,Worst service center.,"Worst service center.I bought a 2Tb hard disk. I received a 1 TB. No possible to contact by telephone, only bots behind mails and whatsup number.Last time ever","Hello, my colleagues requested pictures of the SSD that you've received in order to retrace where an mistake occured and provide an immediate resolution of the issue. Unfortunately, they haven't received photos or any other information. Because you've a requested a refund, a normal return process of the item has been initiated. Regards, Marc from Cyberport",2022-09-29,2022-09-27
4,Cyberport,5,I was perfect experience,"I was perfect experience, Thank you Cyberport.",NaN,2022-09-25,2022-09-25
4,Cyberport,5,The Best in all Germany !!!,NaN,NaN,2022-09-09,2022-09-09
4,Cyberport,5,New experience,NaN,NaN,2022-09-04,2022-09-04
4,Cyberport,5,Good,It was the best package for the laptop we needed and at a very good price.  It is very convenient that we were able to pay for the purchase in installments.,NaN,2022-08-26,2022-08-26
4,Cyberport,5,many years buy with CyberPort,many years buy with CyberPort. great service !,NaN,2022-08-20,2022-08-20
4,Cyberport,5,I like this place,"I like this place. Very professional stuff, better prices than official apple store, and they have many more things.",NaN,2022-08-11,2022-08-11
4,Cyberport,5,It a Great company reliable an…,It a Great company reliable an trustworthy and honest. There delivery system are very good,NaN,2022-07-31,2022-07-31
4,Cyberport,1,"Never delivered in 15 days, useless customer service. Refund not issued after 1 month.","Very bad experience with their online shop. Will not purchase online again.The process is easy as any other and they sent the bill in one day, everything fine here.They never provided a tracking number and, if you don't register as user at the time of purchase, you won't be able to check for the shipment status.You can ask customer service using email or WhatsApp: both are useless. Twelve days after purchase, on Friday, their answer was that it was within expected time. Meaning that Monday would be the 14th say, which is way too long.On day 15, we requested a cancellation and refund, not knowing where the item was. Their answer was that they need to have the item back to proceed with the refund. How would I return it if it never arrived?One week after, the carrier company call to schedule a delivery. We asked them to send it back to the seller. One week after, so one month after the purchase, we have not hear anything from cyberport. They have not process the refund and after calling them, they say they won't do until they receive the item.They never fulfill their side of the contract and they do not refund a thousand euro purchase.",NaN,2022-07-26,2022-07-26
4,Cyberport,5,"First-rate, dependable, refreshingly professional service!","I don't usually write positive reviews here as I rarely have any positive experiences to report. Because customer service in 2022 is generally poor to non-existent, we jaded consumers have come to expect nothing more.Cyberport however deserve the highest accolade I can give them. I ordered an iMac for my business on Sunday and it arrived (with VAT receipt) on Tuesday afternoon. I even got a phone call on the Monday to inform me it had been packed and was awaiting pickup. Just amazing!20 years ago, this level of customer service was normal, nowadays it is very rare indeed. Thank you Cyberport for a smooth and pleasant transaction, I will shop again with confidence!",NaN,2022-07-19,2022-07-19
4,Cyberport,5,alles gut,alles gut! supergut!,NaN,2022-07-15,2022-07-15
4,Cyberport,5,Very fast and convenient,"We bought an Ipad for my grandpa here so we can keep in touch with him during the war. We went to cyberport in Bikini Berlin, Ipad was in stock and the exact configuration we wanted. The purchase was made very quickly it took only 5 minutes.",NaN,2022-07-10,2022-07-10
4,Cyberport,1,"Never got my package, customer service ignored me, lied to me, then ignored me again","I wanted to buy my grandma a laptop for her birthday and found one on cyberport that fit my budget. I ordered it, my payment went through, and within a day I received an email that my package was handed over to the carrier (DPD) along with a tracking number. I thought everything was fine, but I was very-very wrong.I ordered on the 24th of May. After the 27th, there were no more updates about my package. I wasn't too worried at first, but after waiting more than a week (around two weeks if we count weekends and holidays) I tried to contact cyberport to ask about my package. All I got was an automatic reply linking me to their general information page on problems that might arise from the pandemic. There I found that deliveries might take up to 14 days instead of what's said elsewhere on the website. It was also made clear in the email that they wouldn't answer questions about delivery dates, so this link was all I was going to get.Fine. 14 days it is. It was cutting it close since we are talking about a birthday present here, but I was willing to give them the benefit of the doubt. Except my package still wouldn't get updated, so after sitting out the 14 work days, I contacted DPD directly, hoping they would actually give me the time of day. Guess what! They never even received my package! Told me to contact the sender and ask them.Another email to cyberport, attaching my previous one for reference. A few hours after receiving the same autamic answer, an actual human contacted me! They told me that since the package hasn't moved since the 27th of May (we were nearing the middle of June at this point) they presumed that the package is lost and would send a replacement as soon as possible. They would contact me if they needed additional info from me, but otherwise I didn't need to do anything but wait for a new email with a new tracking number.Okay, fine. Things happen, packages get lost sometimes, I get that. We could have solved this a lot sooner if they had been willing to talk to me the first time I contacted them, but at least we were getting somewhere now, right?No. We absolutely weren't.One day passes in radio silence. Two days. It was a little strange since I received the first tracking number so quickly, but I just assumed that sending out a replacement must involve more bureaucracy. One more day, I told myself, then I would remind them of my existence again.Lo and behold, I get an email on the morning of the third day stating that... They issued me a refund? What?No explanation given. I went back to the single email I received from an actual human working at the company, but nothing in there either that would imply that this might happen.I looked at their site, and yes, my suspicions were correct: the sale that put the laptop within my price range ended sometime during this mess. My guess is that they weren't willing to honor the price that I originally bought the laptop for, but we will never know because after three days (again, not counting the weekend) I still haven't received an answer as to what happened with that promise of a replacement package they made me.At least I did get my money back, so they didn't scam me out of my money, only out of my time that I could have spent finding a different present for my grandma. Whatever I find now, I'll only be able to give it to her after her birthday. Thanks for nothing, cyberport. And anyone reading this, I hope you will find whatever you want to buy at a different store. Spare yourself the trouble and do not do business with them.","Hello, I completely understand your frustration and would like to apologize to you. We have packed the item here and passed it on to DPD. However, the package seems to have been lost. We have given the case here to DPD for clarification and have a regulation made after checking. Unfortunately, we no longer have the item in stock and can not obtain it from the manufacturer and supplier. For this reason, we have immediately made a refund so that it is possible to order an alternative here. If you still have questions here, then please do not hesitate and contact me at kundenzufriedenheit@cyberport.de with exact data. Many greetings, Manuel from the Cyberport team",2022-06-20,2022-06-20
4,Cyberport,1,"seller refused to refund by PayPal, as good was paid.",Three months later refund from seller still not paid!,"Hallo, hier hat der Kunde die Bestellung stornieren lassen und wir haben die Zahlung umgehend erstattet. Viele Grüße, Manuel vom Cyberport-Team",2022-03-15,2022-03-05
4,Cyberport,1,Extremely unprofessional and a bunch of liars,"Extremely unprofessional. Ordered a new Macbook Pro that was listed as on stock. I even called their support prior ordering to make sure that it is on stock for immediate shipping and was guaranteed that it is on stock for immediate shipping. After paying 6.800 Euro and buying this maxed out Macbook Pro on their web store, I received no confirmation for days. After almost a week I checked with them, why the item was not sent to me. I was told that the item is not on stock and that it will be available in two to three months. Prior contacting them I didn’t receive any notification about this. If I would not contact them, they would leave me waiting for months. This is the third time that this happened to me with Cyberport and the last time. I received no refund although my order was canceled. I had to open a case on Paypal. I won’t order from them anymore. It’s a nightmare!Reply to Cyberport’s reply:Like I’ve wrote, you are a bunch of liars! Your reply is a complete lie! How is this possible that you don’t reserve a product for a customer, when the customer paid almost 7000 Euro to you? Your excuse is a complete nonsense and a proof that you are not a honest and professional company. Too bad I can’t post emails and proof here, so that people could see, how awful you lie as company. Btw I payed the VAT also upfront! I can see that I’m not the only one that had problems with your company. There are plenty of unhappy customers commenting here. This means you need to take action and prevent such things from happening and don’t write untruthful excuses here. It’s extremely sad to see that you treat your customers this way!","Hallo, leider ist dieser Fall hier falsch dargestellt. Die Ware wurde hier ins Ausland bestellt und dadurch muss eine entsprechende Steuerprüfung durchgeführt werden. Dies geschah einen Werktag nach Bestellung. Nach einer daraus resultierenden Freigabe wurde festgestellt, das sich der Liefertermin, welchen wir vom Hersteller genannt bekommen haben, verschoben hat. Das hat der Kunde genau an diesem Tag auch erfahren. Auf Kundenwunsch wurde die Bestellung dann storniert. Aufgrund des eröffneten PayPal-Konfliktes kann hier von unserer Seite aber keine Erstattung durchgeführt werden. Der Konflikt wurde hier im übrigen unmittelbar nach Stornierung eröffnet. Schade, das hier schlicht die Unwahrheit verbreitet wurde. Viele Grüße, Manuel vom Cyberport-TeamHello, unfortunately this case is misrepresented here. The goods here were ordered abroad and as a result a corresponding tax audit must be carried out. This happened one business day after the order. After a resulting release, it was determined that the delivery date, which we have been given by the manufacturer, has been postponed. The customer also found this out on this very day. At the customer's request, the order was then canceled. Due to the opened PayPal conflict, however, no refund can be made from our side. The conflict was opened here immediately after cancellation. Too bad that here simply the untruth was spread. Many greetings, Manuel from the Cyberport team",2022-03-05,2022-03-02
4,Cyberport,1,Fraud and Scams,"I have been in Germany for 1 month, I was looking for to buy RAM memory for very good price, went on site ordered it payed for it in advanced. As my stay in Germany has been coming to it's end I didn't received my order in 2 weeks. I have sent email with questions about my order, one week later I got reply that it will be available again in 2 and a half weeks time, and I will no longer be in Germany by that time. I have requested refund for my money, didn't got the answer for 3 more days. After 3 days they told my that my order is no longer available and that I can get my refund after 3 working days, or sooner if i have payed with PayPal ... I have payed with my Visa, 3 days have passed and i still didn't get my money back, my mails are not answered. On all that they took 6 more euros from my bank account, and didn't explain a thing for what that was for! And my only chance now is to sue cyberport for fraud and that will happen for sure. NEVER ORDERING ANYTHING FROM THESE SCAMMERS","Hallo, sofern sich die Verfügbarkeit eines Artikels kurzfristig ändert informieren wir unsere Kunden unverzüglich und transparent über diesen Umstand. Bedauerlicherweise produzieren wir die Artikel, welche wir anbieten, nicht. An der schlechten Verfügbarkeit können wir daher bedauerlicherweise nicht viel ändern. Stattdessen bieten wir unseren Kunden an, dass Sie den Kaufbetrag unverzüglich erstattet bekommen, oder aber dass unsere Kunden sich eine passende Alternative aussuchen. Dabei achten wir stets darauf, dass der Kauf einer Alternative nicht zum Nachteil des Kunden wird. So treten wir kulant und lösungsorientiert gegenüber unseren Kunden auf. Wir haben hier auf alle Anfragen zeitnah reagiert und auch die Stornierung umgehend am nächsten Werktag erledigt. Danach ist auch der Betrag umgehend erstattet wurden. Viele Grüße, Manuel vom Cyberport-Team",2022-02-03,2022-02-03
4,Cyberport,1,"Orders cancelled for no reason - Geoblocking, EU Law violation","My orders are getting cancelled, and nobody from support can tell me the reason. Officially. They are not responding to my e-mails, don't follow up on phone calls, complete stop of communication.Unofficially, it's due to Mailboxde.com warehouse address being blacklisted in their system, as it's a post forwarding company that ships internationally. However, I'm from the EU and since Cyberport doesn't ship to my current country by default, this in plain English violates the Geoblocking regulation (EU) 2018/302. Feel free to read upon the subject on the eur-lex.europa.eu website (Document 32018R0302).Additionally, I want to stress out that I am a German resident and paying with a German bank card, using Mailboxde.com post forwarding services only when I'm abroad in another EU country for extended periods of time, which is often due to my work. This ""behind the scenes"" geoblocking is a discrimination of the highest order and should be investigated by EU authorities. I will certainly contribute to that, if I can with my appalling experience with Cyberport.deEDIT: So you have the answer from Cyberport below. They assume you're a criminal. Even if you legitimately pay them and all your data are valid. This cannot even theoretically be a fraud, but they willingly violate an EU regulation regardless.","Hello, with the order we had to assume fraud and cancelled the order accordingly for protection. We have to protect ourselves and our customers accordingly here. Many greetings, Manuel from the Cyberport teamHallo, bei der Bestellung mussten wir von Betrug ausgehen und haben die Bestellung entsprechend zum Schutz storniert. Wir müssen hier uns und unsere Kunden entsprechend schützen. Viele Grüße, Manuel vom Cyberport-Team",2022-01-25,2022-01-24
4,Cyberport,1,Do not pay by credit card!,"Bought a monitor for 264,99€ incuding shipping, payment via mastercard. Everything seemed ok at first, the proper amount was deducted form my credit card. However, an amount of 8,99€ was additionally deducted from my credit card.Called the customer service, had to wait 45 minutes (!) until the service agent was ready to tell me that he cannot help me.Problem is that I do not have any order over the amount of 8,99€. Right. I do not have such an order because I did not order anything for 8,99€. So I had to block my credit card. Let's see what happens next.","Hi, I'll be happy to take a look at what happened on your end. Please write us with the order number and a description and we will get back to you. Many greetings, Manuel from the Cyberport team",2021-12-28,2021-12-28
4,Cyberport,1,never again,"I wanted to buy 2x Amazon echo 4 speakers for black Friday. Because delivery costs to Slovenia are almost 30€ i also ordered some other products on their website. After a while they send me email that blue speakers are unavailable and if i would like to have something else. I sent them email if they could please send me speakers in antracit color which they have on stock, but they never answered. They sent me other products without speakers but for same delivery costs. They canceled speakers. I have also some other problems on their page - if you pay with Paypal there is no value on it and they authorize bigger value than the order when you confirm. We tried to reach them by email and telephone but they never answered.","Hallo,die Vorwürfe, das wir mehr buchen als bei Bestellung angezeigt weisen wir mit aller Deutlichkeit zurück, da dies bei PayPalzahlung unmöglich ist. Grundsätzlich ist es so, dass die Verfügbarkeitsangaben auf unserer Website zutreffen. Sollte es dennoch einmal zu einer Herausforderung kommen, so können unsere Kunden sich an unseren Kundenservice wenden, damit wir ihnen eine Lösung anbieten können. Wir beantworten auch jede Anfrage in angemessener Zeit, sodass wir für jeden Kunden Ansprechpartner über verschiedenste Kanäle sind. Die Äusserungen können wir nicht nachvollziehen.Viele Grüße, Manuel vom Cyberport-Team",2021-12-11,2021-12-11
4,Cyberport,5,Review,Review of item.,"Hallo, dieser Kunde unterstellt uns Betrug. Diesen Vorwurf weisen wir mit aller Entschlossenheit zurück. Wenn der Kunde tatsächlich eine Herausforderung mit seiner Bestellung hat, dann kann er sich sehr gerne an unseren Kundenservice wenden, damit wir Ihm eine Lösung anbieten. Beste GrüßeDaniel von Cyberport ",2021-12-10,2021-12-06
4,Cyberport,1,Worst customer service and website ever,"Avoid with all costs! Worst customer service and online shopping platform experience ever.They are selling on their website products they don't actually have in stock, or they have no idea if the products are available or not?! Any attempt to contact customer service is futile if you don't speak German(email and phone call). Although they pretend to be an European retailer, I was told on the phone ""Deutsche Firma, Deutsche Sprache"" a few times, such a 21st century mentality.After a few days without any success finding out what actually happened with my order, I had to ask a German friend to call and the answer was: there is an error with my order and they actually don't know what the problem is, or if they actually have the product, or when is the issue gonna sort out. After a few days of stress, lost time, and blocked money, I finally managed to cancel the order. They said I'm gonna get my money back in 3 days. I am waiting..But rest assured, if there are gonna be any delays getting my money back, next time you'll gonna be contacted by a lawyer. This is unacceptable!","Hallo, es tut mir leid, dass Sie eine solche schlechte Erfahrung machen mussten. Ihr Feedback gebe ich selbstverständlich an die richtigen Stellen weiter, damit wir uns hier verbessern können. Falls wir noch etwas für Sie tun können, dann schreiben Sie uns gern per E-Mail an kundenzufriedenheit@cyberport.de und geben uns die Kunden oder Bearbeitungsnummer inklusive den Text Ihrer Bewertung. Viele Grüße, Manuel vom Cyberport-Team",2021-11-22,2021-11-22
4,Cyberport,1,Worst customer service and Potentially scam,"After 10 days since placing my order, I received nothing, not even an email. I contacted them TWICE aand after 3 days they replied telling me there had been an error and the order was not processed. 5 Days later, Still nothing. They reply to my email once every 2 days. Worst customer assistance I've seen in a while. Definitely avoid it. They're slowand won't even reply to you until you stress them out with multiple emails. 3 Weeks later I asked for a refund, let's see how long it will takeEDIT: They said, and I quote “ Just once again I have informed our accounting department about the procedure and asked for the urgency of your request.”This is what I received on the 18th. No further response from them. I feel like I’m being scammed. I’ve been buying from the internet for more than 10 years, and I can say this is the worst experience I’ve ever had. Good job Cyberport, you’re legit scamming me.EDIT 2: They ignored every single one of my emails after the first one about the refund. They never directly refunded it, I had to wait 30 days and make it through the bank. Worst experience I’ve ever had so far","Hallo, es tut mir leid, dass Sie eine solche schlechte Erfahrung machen mussten. Ihr Feedback gebe ich selbstverständlich an die richtigen Stellen weiter, damit wir uns hier verbessern können. Falls wir noch etwas für Sie tun können, dann schreiben Sie uns gern per E-Mail an kundenzufriedenheit@cyberport.de und geben uns die Kunden oder Bearbeitungsnummer inklusive den Text Ihrer Bewertung. Viele Grüße, Manuel vom Cyberport-Team",2021-12-16,2021-11-16
4,Cyberport,1,Item in the shopping trolley for 1390,"Item in the shopping trolley for 1390, went to pay, but now 1490. What? Tried again, advertised for 1390, renewed page, shopping trolley, went to pay, now 1490 without warning. This seems very odd and must surely not be OK.Then suddenly the item is no longer available on the page. What is happening? Called several times, they could not take my call.","Dear Me,I’m sorry, that your order turned out differently than it was expected. I appreciate that you are disappointed, but I would really like to see if there is anything, that I can do for you. Can you please send me an E-Mail with your Order number and your request to Kundenzufriedenheit@cyberport.de so I can see what I can do?Many greetingsDaniel from the Cyberport-Team",2021-11-11,2021-11-11
